input_name,accepted_name,source
Pristimantis ashaninka,Pristimantis ashaninka,AmphibiaWeb
Pristimantis asimus,Pristimantis asimus,AmphibiaWeb
Pristimantis astralos,Pristimantis astralos,AmphibiaWeb
Pristimantis atillo,Pristimantis atillo,AmphibiaWeb
Pristimantis atrabracus,Pristimantis atrabracus,AmphibiaWeb
Pristimantis atratus,Pristimantis atratus,AmphibiaWeb
Pristimantis attenboroughi,Pristimantis attenboroughi,AmphibiaWeb
Pristimantis aurantiguttatus,Pristimantis aurantiguttatus,AmphibiaWeb
Pristimantis aureolineatus,Pristimantis aureolineatus,AmphibiaWeb
Pristimantis aureoventris,Pristimantis aureoventris,AmphibiaWeb
Pristimantis auricarens,Pristimantis auricarens,AmphibiaWeb
Pristimantis avicuporum,Pristimantis avicuporum,AmphibiaWeb
Pristimantis avius,Pristimantis avius,AmphibiaWeb
Pristimantis bacchus,Pristimantis bacchus,AmphibiaWeb
Pristimantis baiotis,Pristimantis baiotis,AmphibiaWeb
Pristimantis balionotus,Pristimantis balionotus,AmphibiaWeb
Pristimantis bambu,Pristimantis bambu,AmphibiaWeb
Pristimantis barrigai,Pristimantis barrigai,AmphibiaWeb
Pristimantis baryecuus,Pristimantis baryecuus,AmphibiaWeb
Pristimantis batrachites,Pristimantis batrachites,AmphibiaWeb
Pristimantis bearsei,Pristimantis bearsei,AmphibiaWeb
Pristimantis bellae,Pristimantis bellae,AmphibiaWeb
Pristimantis bellator,Pristimantis bellator,AmphibiaWeb
Pristimantis bellona,Pristimantis bellona,AmphibiaWeb
Pristimantis bernali,Pristimantis bernali,AmphibiaWeb
Pristimantis bicantus,Pristimantis bicantus,AmphibiaWeb
Pristimantis bicolor,Pristimantis bicolor,AmphibiaWeb
Pristimantis bicumulus,Pristimantis bicumulus,AmphibiaWeb
Pristimantis bipunctatus,Pristimantis bipunctatus,AmphibiaWeb
Pristimantis blasi,Pristimantis blasi,AmphibiaWeb
Pristimantis boconoensis,Pristimantis boconoensis,AmphibiaWeb
Pristimantis bogotensis,Pristimantis bogotensis,AmphibiaWeb
Pristimantis boucephalus,Pristimantis boucephalus,AmphibiaWeb
Pristimantis boulengeri,Pristimantis boulengeri,AmphibiaWeb
Pristimantis bounides,Pristimantis bounides,AmphibiaWeb
Pristimantis bowara,Pristimantis bowara,AmphibiaWeb
Pristimantis brevicrus,Pristimantis brevicrus,AmphibiaWeb
Pristimantis brevifrons,Pristimantis brevifrons,AmphibiaWeb
Pristimantis briceni,Pristimantis briceni,AmphibiaWeb
Pristimantis broaddus,Pristimantis broaddus,AmphibiaWeb
Pristimantis bromeliaceus,Pristimantis bromeliaceus,AmphibiaWeb
Pristimantis buccinator,Pristimantis buccinator,AmphibiaWeb
Pristimantis buckleyi,Pristimantis buckleyi,AmphibiaWeb
Pristimantis buenaventura,Pristimantis buenaventura,AmphibiaWeb
Pristimantis burtoniorum,Pristimantis burtoniorum,AmphibiaWeb
Pristimantis bustamante,Pristimantis bustamante,AmphibiaWeb
Pristimantis cabrerai,Pristimantis cabrerai,AmphibiaWeb
Pristimantis cacao,Pristimantis cacao,AmphibiaWeb
Pristimantis caeruleonotus,Pristimantis caeruleonotus,AmphibiaWeb
Pristimantis cajamarcensis,Pristimantis cajamarcensis,AmphibiaWeb
Pristimantis cajanuma,Pristimantis cajanuma,AmphibiaWeb
Pristimantis calcaratus,Pristimantis calcaratus,AmphibiaWeb
Pristimantis calcarulatus,Pristimantis calcarulatus,AmphibiaWeb
Pristimantis caliginosus,Pristimantis nebulosus,AmphibiaWeb
Pristimantis calima,Pristimantis calima,AmphibiaWeb
Pristimantis campinarana,Pristimantis campinarana,AmphibiaWeb
Pristimantis caniari,Pristimantis caniari,AmphibiaWeb
Pristimantis cantitans,Pristimantis cantitans,AmphibiaWeb
Pristimantis cantorcaelestis,Pristimantis cantorcaelestis,AmphibiaWeb
Pristimantis capitonis,Pristimantis capitonis,AmphibiaWeb
Pristimantis caprifer,Pristimantis caprifer,AmphibiaWeb
Pristimantis carlosceroni,Pristimantis carlosceroni,AmphibiaWeb
Pristimantis carlossanchezi,Pristimantis carlossanchezi,AmphibiaWeb
Pristimantis carmelitae,Serranobatrachus carmelitae,AmphibiaWeb
Pristimantis carranguerorum,Pristimantis carranguerorum,AmphibiaWeb
Pristimantis carvalhoi,Pristimantis carvalhoi,AmphibiaWeb
Pristimantis carylae,Pristimantis carylae,AmphibiaWeb
Pristimantis caryophyllaceus,Pristimantis caryophyllaceus,AmphibiaWeb
Pristimantis cayapas,Pristimantis cayapas,AmphibiaWeb
Pristimantis cedros,Pristimantis cedros,AmphibiaWeb
Pristimantis celator,Pristimantis celator,AmphibiaWeb
Pristimantis cerasinus,Pristimantis cerasinus,AmphibiaWeb
Pristimantis ceuthospilus,Pristimantis ceuthospilus,AmphibiaWeb
Pristimantis chalceus,Pristimantis chalceus,AmphibiaWeb
Pristimantis chamezensis,Pristimantis chamezensis,AmphibiaWeb
Pristimantis charlottevillensis,Pristimantis charlottevillensis,AmphibiaWeb
Pristimantis chiastonotus,Pristimantis chiastonotus,AmphibiaWeb
Pristimantis chimu,Pristimantis chimu,AmphibiaWeb
Pristimantis chinguelas,Pristimantis chinguelas,AmphibiaWeb
Pristimantis chloronotus,Pristimantis chloronotus,AmphibiaWeb
Pristimantis chocoensis,Pristimantis chocoensis,AmphibiaWeb
Pristimantis chocolatebari,Pristimantis chocolatebari,AmphibiaWeb
Pristimantis chomskyi,Pristimantis chomskyi,AmphibiaWeb
Pristimantis chrysops,Pristimantis chrysops,AmphibiaWeb
Pristimantis churuwiai,Pristimantis churuwiai,AmphibiaWeb
Pristimantis chusquea,Pristimantis chusquea,AmphibiaWeb
Pristimantis cisnerosi,Pristimantis cisnerosi,AmphibiaWeb
Pristimantis citriogaster,Pristimantis citriogaster,AmphibiaWeb
Pristimantis clarae,Pristimantis clarae,AmphibiaWeb
Pristimantis colodactylus,Pristimantis colodactylus,AmphibiaWeb
Pristimantis colomai,Pristimantis colomai,AmphibiaWeb
Pristimantis colonensis,Pristimantis colonensis,AmphibiaWeb
Pristimantis colostichos,Pristimantis colostichos,AmphibiaWeb
Pristimantis condor,Pristimantis condor,AmphibiaWeb
Pristimantis conservatio,Pristimantis conservatio,AmphibiaWeb
Pristimantis conspicillatus,Pristimantis conspicillatus,AmphibiaWeb
Pristimantis cordovae,Pristimantis cordovae,AmphibiaWeb
Pristimantis corniger,Pristimantis corniger,AmphibiaWeb
Pristimantis coronatus,Pristimantis coronatus,AmphibiaWeb
Pristimantis corrugatus,Pristimantis corrugatus,AmphibiaWeb
Pristimantis cosnipatae,Pristimantis cosnipatae,AmphibiaWeb
Pristimantis cremnobates,Pristimantis cremnobates,AmphibiaWeb
Pristimantis crenunguis,Pristimantis crenunguis,AmphibiaWeb
Pristimantis cristinae,Serranobatrachus cristinae,AmphibiaWeb
Pristimantis croceoinguinis,Pristimantis croceoinguinis,AmphibiaWeb
Pristimantis crucifer,Pristimantis crucifer,AmphibiaWeb
Pristimantis cruciocularis,Pristimantis cruciocularis,AmphibiaWeb
Pristimantis cruentus,Pristimantis cruentus,AmphibiaWeb
Pristimantis cryophilius,Pristimantis cryophilius,AmphibiaWeb
Pristimantis cryptomelas,Pristimantis cryptomelas,AmphibiaWeb
Pristimantis cryptopictus,Pristimantis cryptopictus,AmphibiaWeb
Pristimantis cuentasi,Tachiramantis cuentasi,AmphibiaWeb
Pristimantis culatensis,Pristimantis culatensis,AmphibiaWeb
Pristimantis cuneirostris,Pristimantis cuneirostris,AmphibiaWeb
Pristimantis curtipes,Pristimantis curtipes,AmphibiaWeb
Pristimantis danae,Pristimantis danae,AmphibiaWeb
Pristimantis daquilemai,Pristimantis daquilemai,AmphibiaWeb
Pristimantis degener,Pristimantis degener,AmphibiaWeb
Pristimantis deinops,Pristimantis deinops,AmphibiaWeb
Pristimantis delicatus,Serranobatrachus delicatus,AmphibiaWeb
Pristimantis delius,Pristimantis delius,AmphibiaWeb
Pristimantis dendrobatoides,Pristimantis dendrobatoides,AmphibiaWeb
Pristimantis devillei,Pristimantis devillei,AmphibiaWeb
Pristimantis deyi,Pristimantis deyi,AmphibiaWeb
Pristimantis diadematus,Pristimantis diadematus,AmphibiaWeb
Pristimantis diaphonus,Pristimantis diaphonus,AmphibiaWeb
Pristimantis dinardoi,Pristimantis dinardoi,AmphibiaWeb
Pristimantis diogenes,Pristimantis diogenes,AmphibiaWeb
Pristimantis dissimulatus,Pristimantis dissimulatus,AmphibiaWeb
Pristimantis divnae,Pristimantis divnae,AmphibiaWeb
Pristimantis donnelsoni,Pristimantis donnelsoni,AmphibiaWeb
Pristimantis dorado,Pristimantis dorado,AmphibiaWeb
Pristimantis dorsopictus,Pristimantis dorsopictus,AmphibiaWeb
Pristimantis duellmani,Pristimantis duellmani,AmphibiaWeb
Pristimantis duende,Pristimantis duende,AmphibiaWeb
Pristimantis dundeei,Pristimantis dundeei,AmphibiaWeb
Pristimantis ecuadorensis,Pristimantis ecuadorensis,AmphibiaWeb
Pristimantis educatoris,Pristimantis caryophyllaceus,AmphibiaWeb
Pristimantis elegans,Pristimantis elegans,AmphibiaWeb
Pristimantis enigmaticus,Pristimantis enigmaticus,AmphibiaWeb
Pristimantis epacrus,Pristimantis epacrus,AmphibiaWeb
Pristimantis eremitus,Pristimantis eremitus,AmphibiaWeb
Pristimantis eriphus,Pristimantis eriphus,AmphibiaWeb
Pristimantis ernesti,Pristimantis ernesti,AmphibiaWeb
Pristimantis erythroinguinis,Pristimantis erythroinguinis,AmphibiaWeb
Pristimantis erythropleura,Pristimantis erythropleura,AmphibiaWeb
Pristimantis erythros,Pristimantis erythros,AmphibiaWeb
Pristimantis esmeraldas,Pristimantis esmeraldas,AmphibiaWeb
Pristimantis espedeus,Pristimantis espedeus,AmphibiaWeb
Pristimantis eugeniae,Pristimantis eugeniae,AmphibiaWeb
Pristimantis euphronides,Pristimantis euphronides,AmphibiaWeb
Pristimantis eurydactylus,Pristimantis eurydactylus,AmphibiaWeb
Pristimantis exoristus,Pristimantis exoristus,AmphibiaWeb
Pristimantis factiosus,Pristimantis factiosus,AmphibiaWeb
Pristimantis fallax,Pristimantis fallax,AmphibiaWeb
Pristimantis farisorum,Pristimantis farisorum,AmphibiaWeb
Pristimantis fasciatus,Pristimantis fasciatus,AmphibiaWeb
Pristimantis fenestratus,Pristimantis fenestratus,AmphibiaWeb
Pristimantis fergusoni,Pristimantis fergusoni,AmphibiaWeb
Pristimantis ferwerdai,Pristimantis ferwerdai,AmphibiaWeb
Pristimantis festae,Pristimantis festae,AmphibiaWeb
Pristimantis fetosus,Pristimantis fetosus,AmphibiaWeb
Pristimantis flabellidiscus,Pristimantis flabellidiscus,AmphibiaWeb
Pristimantis flavobracatus,Pristimantis cruciocularis,AmphibiaWeb
Pristimantis flavus,Pristimantis flavus,AmphibiaWeb
Pristimantis floridus,Pristimantis floridus,AmphibiaWeb
Pristimantis fouqueti,Pristimantis fouqueti,AmphibiaWeb
Pristimantis frater,Pristimantis frater,AmphibiaWeb
Pristimantis gagliardi,Pristimantis gagliardi,AmphibiaWeb
Pristimantis gagliardoi,Pristimantis gagliardoi,AmphibiaWeb
Pristimantis gaigei,Pristimantis gaigei,AmphibiaWeb
Pristimantis galdi,Pristimantis galdi,AmphibiaWeb
Pristimantis ganonotus,Pristimantis ganonotus,AmphibiaWeb
Pristimantis geminus,Pristimantis geminus,AmphibiaWeb
Pristimantis gentryi,Pristimantis gentryi,AmphibiaWeb
Pristimantis ginesi,Pristimantis ginesi,AmphibiaWeb
Pristimantis giorgii,Pristimantis giorgii,AmphibiaWeb
Pristimantis gladiator,Pristimantis gladiator,AmphibiaWeb
Pristimantis glandulosus,Pristimantis glandulosus,AmphibiaWeb
Pristimantis glendae,Pristimantis glendae,AmphibiaWeb
Pristimantis gloria,Pristimantis gloria,AmphibiaWeb
Pristimantis gracilis,Pristimantis gracilis,AmphibiaWeb
Pristimantis gralarias,Pristimantis gralarias,AmphibiaWeb
Pristimantis grandiceps,Pristimantis grandiceps,AmphibiaWeb
Pristimantis grandoculis,Pristimantis grandoculis,AmphibiaWeb
Pristimantis gretathunbergae,Pristimantis gretathunbergae,AmphibiaWeb
Pristimantis gryllus,Pristimantis gryllus,AmphibiaWeb
Pristimantis guaiquinimensis,Pristimantis guaiquinimensis,AmphibiaWeb
Pristimantis gualacenio,Pristimantis gualacenio,AmphibiaWeb
Pristimantis gutturalis,Pristimantis gutturalis,AmphibiaWeb
Pristimantis hamiotae,Pristimantis hamiotae,AmphibiaWeb
Pristimantis hampatusami,Pristimantis hampatusami,AmphibiaWeb
Pristimantis hectus,Pristimantis hectus,AmphibiaWeb
Pristimantis helvolus,Pristimantis helvolus,AmphibiaWeb
Pristimantis hernandezi,Pristimantis hernandezi,AmphibiaWeb
Pristimantis hoogmoedi,Pristimantis hoogmoedi,AmphibiaWeb
Pristimantis huicundo,Pristimantis huicundo,AmphibiaWeb
Pristimantis humboldti,Pristimantis humboldti,AmphibiaWeb
Pristimantis hybotragus,Pristimantis hybotragus,AmphibiaWeb
Pristimantis ignicolor,Pristimantis ignicolor,AmphibiaWeb
Pristimantis iiap,Pristimantis iiap,AmphibiaWeb
Pristimantis illotus,Pristimantis illotus,AmphibiaWeb
Pristimantis imitatrix,Pristimantis imitatrix,AmphibiaWeb
Pristimantis imthurni,Pristimantis imthurni,AmphibiaWeb
Pristimantis incanus,Pristimantis incanus,AmphibiaWeb
Pristimantis incertus,Pristimantis incertus,AmphibiaWeb
Pristimantis incomptus,Pristimantis incomptus,AmphibiaWeb
Pristimantis infraguttatus,Pristimantis infraguttatus,AmphibiaWeb
Pristimantis ingles,Pristimantis ingles,AmphibiaWeb
Pristimantis inguinalis,Pristimantis inguinalis,AmphibiaWeb
Pristimantis insignitus,Serranobatrachus insignitus,AmphibiaWeb
Pristimantis inusitatus,Pristimantis inusitatus,AmphibiaWeb
Pristimantis ixalus,Pristimantis ixalus,AmphibiaWeb
Pristimantis jabonensis,Pristimantis jabonensis,AmphibiaWeb
Pristimantis jaguensis,Pristimantis jaguensis,AmphibiaWeb
Pristimantis jaimei,Pristimantis jaimei,AmphibiaWeb
Pristimantis jamescameroni,Pristimantis jamescameroni,AmphibiaWeb
Pristimantis jester,Pristimantis jester,AmphibiaWeb
Pristimantis jimenezi,Pristimantis jimenezi,AmphibiaWeb
Pristimantis johannesdei,Pristimantis johannesdei,AmphibiaWeb
Pristimantis jorgevelosai,Pristimantis jorgevelosai,AmphibiaWeb
Pristimantis juanchoi,Pristimantis juanchoi,AmphibiaWeb
Pristimantis jubatus,Pristimantis jubatus,AmphibiaWeb
Pristimantis kalamandeenae,Pristimantis kalamandeenae,AmphibiaWeb
Pristimantis kareliae,Pristimantis kareliae,AmphibiaWeb
Pristimantis katoptroides,Pristimantis katoptroides,AmphibiaWeb
Pristimantis kayi,Pristimantis kayi,AmphibiaWeb
Pristimantis kelephas,Pristimantis kelephas,AmphibiaWeb
Pristimantis kelephus,Pristimantis kelephas,AmphibiaWeb
Pristimantis kichwarum,Pristimantis kichwarum,AmphibiaWeb
Pristimantis kirklandi,Pristimantis kirklandi,AmphibiaWeb
Pristimantis kiruhampatu,Pristimantis kiruhampatu,AmphibiaWeb
Pristimantis koehleri,Pristimantis koehleri,AmphibiaWeb
Pristimantis koki,Pristimantis koki,AmphibiaWeb
Pristimantis kopinangae,Pristimantis kopinangae,AmphibiaWeb
Pristimantis kunam,Pristimantis kunam,AmphibiaWeb
Pristimantis kuri,Pristimantis kuri,AmphibiaWeb
Pristimantis labiosus,Pristimantis labiosus,AmphibiaWeb
Pristimantis lacrimosus,Pristimantis lacrimosus,AmphibiaWeb
Pristimantis lancinii,Pristimantis lancinii,AmphibiaWeb
Pristimantis lanthanites,Pristimantis lanthanites,AmphibiaWeb
Pristimantis lasalleorum,Pristimantis lasalleorum,AmphibiaWeb
Pristimantis lassoalcalai,Tachiramantis lassoalcalai,AmphibiaWeb
Pristimantis latericius,Pristimantis latericius,AmphibiaWeb
Pristimantis laticlavius,Pristimantis laticlavius,AmphibiaWeb
Pristimantis latidiscus,Pristimantis latidiscus,AmphibiaWeb
Pristimantis latro,Pristimantis latro,AmphibiaWeb
Pristimantis ledzeppelin,Pristimantis ledzeppelin,AmphibiaWeb
Pristimantis lemur,Pristimantis lemur,AmphibiaWeb
Pristimantis leoni,Pristimantis leoni,AmphibiaWeb
Pristimantis leopardus,Pristimantis leopardus,AmphibiaWeb
Pristimantis leptolophus,Pristimantis leptolophus,AmphibiaWeb
Pristimantis leucopus,Pristimantis leucopus,AmphibiaWeb
Pristimantis leucorrhinus,Pristimantis leucorrhinus,AmphibiaWeb
Pristimantis librarius,Pristimantis librarius,AmphibiaWeb
Pristimantis lichenoides,Pristimantis lichenoides,AmphibiaWeb
Pristimantis limoncochensis,Pristimantis limoncochensis,AmphibiaWeb
Pristimantis lindae,Pristimantis lindae,AmphibiaWeb
Pristimantis lirellus,Pristimantis lirellus,AmphibiaWeb
Pristimantis lividus,Pristimantis lividus,AmphibiaWeb
Pristimantis llanganati,Pristimantis llanganati,AmphibiaWeb
Pristimantis llojsintuta,Pristimantis llojsintuta,AmphibiaWeb
Pristimantis loeslein,Pristimantis loeslein,AmphibiaWeb
Pristimantis lojanus,Pristimantis lojanus,AmphibiaWeb
Pristimantis longicorpus,Pristimantis longicorpus,AmphibiaWeb
Pristimantis loujosti,Pristimantis loujosti,AmphibiaWeb
Pristimantis loustes,Pristimantis loustes,AmphibiaWeb
Pristimantis lucasi,Pristimantis lucasi,AmphibiaWeb
Pristimantis lucidosignatus,Pristimantis lucidosignatus,AmphibiaWeb
Pristimantis luscombei,Pristimantis luscombei,AmphibiaWeb
Pristimantis luteolateralis,Pristimantis luteolateralis,AmphibiaWeb
Pristimantis lutitus,Pristimantis lutitus,AmphibiaWeb
Pristimantis lutzae,Pristimantis lutzae,AmphibiaWeb
Pristimantis lymani,Pristimantis lymani,AmphibiaWeb
Pristimantis lynchi,Pristimantis lynchi,AmphibiaWeb
Pristimantis lythrodes,Pristimantis lythrodes,AmphibiaWeb
Pristimantis maculosus,Pristimantis maculosus,AmphibiaWeb
Pristimantis malkini,Pristimantis malkini,AmphibiaWeb
Pristimantis mallii,Pristimantis mallii,AmphibiaWeb
Pristimantis marahuaka,Pristimantis marahuaka,AmphibiaWeb
Pristimantis marcoreyesi,Pristimantis marcoreyesi,AmphibiaWeb
Pristimantis mariaelenae,Pristimantis mariaelenae,AmphibiaWeb
Pristimantis marmoratus,Pristimantis marmoratus,AmphibiaWeb
Pristimantis mars,Pristimantis mars,AmphibiaWeb
Pristimantis martiae,Pristimantis martiae,AmphibiaWeb
Pristimantis maryanneae,Pristimantis maryanneae,AmphibiaWeb
Pristimantis matidiktyo,Pristimantis matidiktyo,AmphibiaWeb
Pristimantis matildae,Pristimantis matildae,AmphibiaWeb
Pristimantis mazar,Pristimantis mazar,AmphibiaWeb
Pristimantis mecada,Pristimantis mecada,AmphibiaWeb
Pristimantis medemi,Pristimantis medemi,AmphibiaWeb
Pristimantis megalops,Serranobatrachus megalops,AmphibiaWeb
Pristimantis melanogaster,Pristimantis melanogaster,AmphibiaWeb
Pristimantis melanoproctus,Pristimantis melanoproctus,AmphibiaWeb
Pristimantis melanops,Pristimantis melanops,AmphibiaWeb
Pristimantis memorans,Pristimantis memorans,AmphibiaWeb
Pristimantis mendax,Pristimantis mendax,AmphibiaWeb
Pristimantis meridionalis,Pristimantis meridionalis,AmphibiaWeb
Pristimantis merostictus,Pristimantis merostictus,AmphibiaWeb
Pristimantis metabates,Pristimantis metabates,AmphibiaWeb
Pristimantis miktos,Pristimantis miktos,AmphibiaWeb
Pristimantis miltongallardoi,Pristimantis miltongallardoi,AmphibiaWeb
Pristimantis mindo,Pristimantis mindo,AmphibiaWeb
Pristimantis minimus,Pristimantis minimus,AmphibiaWeb
Pristimantis minutulus,Pristimantis minutulus,AmphibiaWeb
Pristimantis miyatai,Pristimantis miyatai,AmphibiaWeb
Pristimantis mnionaetes,Pristimantis mnionaetes,AmphibiaWeb
Pristimantis moa,Pristimantis moa,AmphibiaWeb
Pristimantis modipeplus,Pristimantis modipeplus,AmphibiaWeb
Pristimantis molybrignus,Pristimantis molybrignus,AmphibiaWeb
Pristimantis mondolfii,Pristimantis mondolfii,AmphibiaWeb
Pristimantis morlaco,Pristimantis morlaco,AmphibiaWeb
Pristimantis moro,Pristimantis moro,AmphibiaWeb
Pristimantis muchimuk,Pristimantis muchimuk,AmphibiaWeb
Pristimantis multicolor,Pristimantis multicolor,AmphibiaWeb
Pristimantis munozi,Pristimantis munozi,AmphibiaWeb
Pristimantis muranunka,Pristimantis muranunka,AmphibiaWeb
Pristimantis muricatus,Pristimantis muricatus,AmphibiaWeb
Pristimantis muscosus,Pristimantis muscosus,AmphibiaWeb
Pristimantis museosus,Pristimantis museosus,AmphibiaWeb
Pristimantis mutabilis,Pristimantis mutabilis,AmphibiaWeb
Pristimantis myersi,Pristimantis myersi,AmphibiaWeb
Pristimantis myops,Pristimantis myops,AmphibiaWeb
Pristimantis nangaritza,Pristimantis nangaritza,AmphibiaWeb
Pristimantis nankints,Pristimantis nankints,AmphibiaWeb
Pristimantis nanus,Pristimantis nanus,AmphibiaWeb
Pristimantis nebulosus,Pristimantis nebulosus,AmphibiaWeb
Pristimantis nelsongalloi,Pristimantis nelsongalloi,AmphibiaWeb
Pristimantis nephophilus,Pristimantis nephophilus,AmphibiaWeb
Pristimantis nervicus,Pristimantis nervicus,AmphibiaWeb
Pristimantis nicefori,Pristimantis nicefori,AmphibiaWeb
Pristimantis nietoi,Pristimantis nietoi,AmphibiaWeb
Pristimantis nigrogriseus,Pristimantis nigrogriseus,AmphibiaWeb
Pristimantis nimbus,Pristimantis nimbus,AmphibiaWeb
Pristimantis normaewingae,Pristimantis normaewingae,AmphibiaWeb
Pristimantis nubisilva,Pristimantis nubisilva,AmphibiaWeb
Pristimantis numbala,Pristimantis numbala,AmphibiaWeb
Pristimantis nunezcortezi,Pristimantis nunezcortezi,AmphibiaWeb
Pristimantis nyctophylax,Pristimantis nyctophylax,AmphibiaWeb
Pristimantis obmutescens,Pristimantis obmutescens,AmphibiaWeb
Pristimantis ocellatus,Pristimantis ocellatus,AmphibiaWeb
Pristimantis ockendeni,Pristimantis ockendeni,AmphibiaWeb
Pristimantis ocreatus,Pristimantis ocreatus,AmphibiaWeb
Pristimantis oculolineatus,Pristimantis oculolineatus,AmphibiaWeb
Pristimantis okmoi,Pristimantis okmoi,AmphibiaWeb
Pristimantis olivaceus,Pristimantis olivaceus,AmphibiaWeb
Pristimantis omarrhynchus,Pristimantis omarrhynchus,AmphibiaWeb
Pristimantis omeviridis,Pristimantis omeviridis,AmphibiaWeb
Pristimantis onorei,Pristimantis onorei,AmphibiaWeb
Pristimantis orcesi,Pristimantis orcesi,AmphibiaWeb
Pristimantis orcus,Pristimantis orcus,AmphibiaWeb
Pristimantis orestes,Pristimantis orestes,AmphibiaWeb
Pristimantis ornatissimus,Pristimantis ornatissimus,AmphibiaWeb
