input_name,accepted_name,source
Physalaemus albonotatus,Physalaemus albonotatus,AmphibiaWeb
Physalaemus angrensis,Physalaemus angrensis,AmphibiaWeb
Physalaemus araxa,Physalaemus araxa,AmphibiaWeb
Physalaemus atim,Physalaemus atim,AmphibiaWeb
Physalaemus atlanticus,Physalaemus atlanticus,AmphibiaWeb
Physalaemus barbouri,Physalaemus fernandezae,AmphibiaWeb
Physalaemus barrioi,Physalaemus barrioi,AmphibiaWeb
Physalaemus biligonigerus,Physalaemus biligonigerus,AmphibiaWeb
Physalaemus bischoffi,Physalaemus gracilis,AmphibiaWeb
Physalaemus bokermanni,Physalaemus bokermanni,AmphibiaWeb
Physalaemus caete,Physalaemus caete,AmphibiaWeb
Physalaemus camacan,Physalaemus camacan,AmphibiaWeb
Physalaemus carrizorum,Physalaemus carrizorum,AmphibiaWeb
Physalaemus centralis,Physalaemus centralis,AmphibiaWeb
Physalaemus cicada,Physalaemus cicada,AmphibiaWeb
Physalaemus claptoni,Physalaemus claptoni,AmphibiaWeb
Physalaemus coloradorum,Engystomops coloradorum,AmphibiaWeb
Physalaemus crombiei,Physalaemus crombiei,AmphibiaWeb
Physalaemus cuqui,Physalaemus cuqui,AmphibiaWeb
Physalaemus cuvieri,Physalaemus cuvieri,AmphibiaWeb
Physalaemus deimaticus,Physalaemus deimaticus,AmphibiaWeb
Physalaemus enesefae,Physalaemus fischeri,AmphibiaWeb
Physalaemus ephippifer,Physalaemus ephippifer,AmphibiaWeb
Physalaemus erikae,Physalaemus erikae,AmphibiaWeb
Physalaemus erythros,Physalaemus erythros,AmphibiaWeb
Physalaemus evangelistai,Physalaemus evangelistai,AmphibiaWeb
Physalaemus feioi,Physalaemus feioi,AmphibiaWeb
Physalaemus fernandezae,Physalaemus fernandezae,AmphibiaWeb
Physalaemus fischeri,Physalaemus fischeri,AmphibiaWeb
Physalaemus freibergi,Engystomops freibergi,AmphibiaWeb
Physalaemus fuscomaculatus,Pleurodema fuscomaculatum,AmphibiaWeb
Physalaemus gracilis,Physalaemus gracilis,AmphibiaWeb
Physalaemus guayaco,Engystomops guayaco,AmphibiaWeb
Physalaemus henselii,Physalaemus henselii,AmphibiaWeb
Physalaemus insperatus,Physalaemus insperatus,AmphibiaWeb
Physalaemus irroratus,Physalaemus irroratus,AmphibiaWeb
Physalaemus jordanensis,Physalaemus jordanensis,AmphibiaWeb
Physalaemus kroyeri,Physalaemus kroyeri,AmphibiaWeb
Physalaemus lateristriga,Physalaemus lateristriga,AmphibiaWeb
Physalaemus lisei,Physalaemus lisei,AmphibiaWeb
Physalaemus maculiventris,Physalaemus maculiventris,AmphibiaWeb
Physalaemus marmoratus,Physalaemus marmoratus,AmphibiaWeb
Physalaemus maximus,Physalaemus maximus,AmphibiaWeb
Physalaemus montubio,Engystomops montubio,AmphibiaWeb
Physalaemus moreirae,Physalaemus moreirae,AmphibiaWeb
Physalaemus nanus,Physalaemus nanus,AmphibiaWeb
Physalaemus nattereri,Physalaemus nattereri,AmphibiaWeb
Physalaemus neglectus dunni,Physalaemus fischeri,AmphibiaWeb
Physalaemus obtectus,Physalaemus obtectus,AmphibiaWeb
Physalaemus olfersii,Physalaemus olfersii,AmphibiaWeb
Physalaemus orophilus,Physalaemus orophilus,AmphibiaWeb
Physalaemus paraensis,Engystomops petersi,AmphibiaWeb
Physalaemus petersi,Engystomops petersi,AmphibiaWeb
Physalaemus pustulatus,Engystomops pustulatus,AmphibiaWeb
Physalaemus pustulosus,Engystomops pustulosus,AmphibiaWeb
Physalaemus randi,Engystomops randi,AmphibiaWeb
Physalaemus riograndensis,Physalaemus riograndensis,AmphibiaWeb
Physalaemus rupestris,Physalaemus rupestris,AmphibiaWeb
Physalaemus santafecinus,Physalaemus santafecinus,AmphibiaWeb
Physalaemus schereri,Engystomops petersi,AmphibiaWeb
Physalaemus signifer,Physalaemus signifer,AmphibiaWeb
Physalaemus soaresi,Physalaemus soaresi,AmphibiaWeb
Physalaemus spiniger,Physalaemus spiniger,AmphibiaWeb
Physalaemus stentor,Engystomops pustulosus,AmphibiaWeb
Phytotriades auratus,Phyllodytes auratus,AmphibiaWeb
Phyzelaphryne miriamae,Phyzelaphryne miriamae,AmphibiaWeb
Phyzelaphryne nimio,Phyzelaphryne nimio,AmphibiaWeb
Pipa arrabali,Pipa arrabali,AmphibiaWeb
Pipa aspera,Pipa aspera,AmphibiaWeb
Pipa carvalhoi,Pipa carvalhoi,AmphibiaWeb
Pipa myersi,Pipa myersi,AmphibiaWeb
Pipa parva,Pipa parva,AmphibiaWeb
Pipa pipa,Pipa pipa,AmphibiaWeb
Pipa snethlageae,Pipa snethlageae,AmphibiaWeb
Pithecopus araguaius,Pithecopus araguaius,AmphibiaWeb
Pithecopus ayeaye,Phyllomedusa ayeaye,AmphibiaWeb
Pithecopus azureus,Phyllomedusa azurea,AmphibiaWeb
Pithecopus boliviana,Phyllomedusa boliviana,AmphibiaWeb
Pithecopus centralis,Phyllomedusa centralis,AmphibiaWeb
Pithecopus gonzagai,Pithecopus gonzagai,AmphibiaWeb
Pithecopus hypochondrialis,Phyllomedusa hypochondrialis,AmphibiaWeb
Pithecopus megacephalus,Phyllomedusa megacephala,AmphibiaWeb
Pithecopus nordestinus,Phyllomedusa nordestina,AmphibiaWeb
Pithecopus oreades,Phyllomedusa oreades,AmphibiaWeb
Pithecopus palliatus,Phyllomedusa palliata,AmphibiaWeb
Pithecopus rohdei,Phyllomedusa rohdei,AmphibiaWeb
Pithecopus rusticus,Pithecopus rusticus,AmphibiaWeb
Platymantis acrochorda,Cornufer acrochordus,AmphibiaWeb
Platymantis aculeodactyla,Cornufer aculeodactylus,AmphibiaWeb
Platymantis adiastola,Cornufer adiastolus,AmphibiaWeb
Platymantis akarithyma,Cornufer akarithymus,AmphibiaWeb
Platymantis banahao,Platymantis banahao,AmphibiaWeb
Platymantis batantae,Platymantis batantae,AmphibiaWeb
Platymantis bayani,Platymantis bayani,AmphibiaWeb
Platymantis biak,Platymantis biak,AmphibiaWeb
Platymantis bimaculata,Platymantis bimaculatus,AmphibiaWeb
Platymantis bimaculatus,Platymantis bimaculatus,AmphibiaWeb
Platymantis browni,Platymantis browni,AmphibiaWeb
Platymantis bufonulus,Platymantis bufonulus,AmphibiaWeb
Platymantis caesiops,Platymantis caesiops,AmphibiaWeb
Platymantis cagayanensis,Platymantis cagayanensis,AmphibiaWeb
Platymantis cheesmanae,Platymantis cheesmanae,AmphibiaWeb
Platymantis cornuta,Platymantis cornutus,AmphibiaWeb
Platymantis cornutus,Platymantis cornutus,AmphibiaWeb
Platymantis corrugata,Platymantis corrugatus,AmphibiaWeb
Platymantis corrugatus,Platymantis corrugatus,AmphibiaWeb
Platymantis cryptotis,Platymantis cryptotis,AmphibiaWeb
Platymantis diesmosi,Platymantis diesmosi,AmphibiaWeb
Platymantis dorsalis,Platymantis dorsalis,AmphibiaWeb
Platymantis guentheri,Platymantis guentheri,AmphibiaWeb
Platymantis guiting,Platymantis guiting,AmphibiaWeb
Platymantis hazelae,Platymantis hazelae,AmphibiaWeb
Platymantis indeprensus,Platymantis indeprensus,AmphibiaWeb
Platymantis ingeri,Platymantis guentheri,AmphibiaWeb
Platymantis insulata,Platymantis insulatus,AmphibiaWeb
Platymantis insulatus,Platymantis insulatus,AmphibiaWeb
Platymantis isarog,Platymantis isarog,AmphibiaWeb
Platymantis lawtoni,Platymantis lawtoni,AmphibiaWeb
Platymantis levigata,Platymantis levigatus,AmphibiaWeb
Platymantis levigatus,Platymantis levigatus,AmphibiaWeb
Platymantis luzonensis,Platymantis luzonensis,AmphibiaWeb
Platymantis macrops,Platymantis macrops,AmphibiaWeb
Platymantis magna,Cornufer magnus,AmphibiaWeb
Platymantis manus,Platymantis manus,AmphibiaWeb
Platymantis meyeri,Platymantis dorsalis,AmphibiaWeb
Platymantis mimica,Platymantis mimicus,AmphibiaWeb
Platymantis mimicus,Platymantis mimicus,AmphibiaWeb
Platymantis mimula,Platymantis mimulus,AmphibiaWeb
Platymantis mimulus,Platymantis mimulus,AmphibiaWeb
Platymantis montana,Platymantis montanus,AmphibiaWeb
Platymantis montanus,Platymantis montanus,AmphibiaWeb
Platymantis myersi,Platymantis myersi,AmphibiaWeb
Platymantis naomiae,Platymantis naomii,AmphibiaWeb
Platymantis naomii,Platymantis naomii,AmphibiaWeb
Platymantis navjoti,Platymantis navjoti,AmphibiaWeb
Platymantis negrosensis,Platymantis negrosensis,AmphibiaWeb
Platymantis paengi,Platymantis paengi,AmphibiaWeb
Platymantis panayensis,Platymantis panayensis,AmphibiaWeb
Platymantis parkeri,Platymantis parkeri,AmphibiaWeb
Platymantis pelewensis,Cornufer pelewensis,AmphibiaWeb
Platymantis polillensis,Platymantis polillensis,AmphibiaWeb
Platymantis pseudodorsalis,Platymantis pseudodorsalis,AmphibiaWeb
Platymantis punctata,Platymantis punctatus,AmphibiaWeb
Platymantis punctatus,Platymantis punctatus,AmphibiaWeb
Platymantis pygmaea,Platymantis pygmaeus,AmphibiaWeb
Platymantis pygmaeus,Platymantis pygmaeus,AmphibiaWeb
Platymantis quezoni,Platymantis quezoni,AmphibiaWeb
Platymantis rabori,Platymantis rabori,AmphibiaWeb
Platymantis rhipiphalcus,Cornufer boulengeri,AmphibiaWeb
Platymantis sierramadrensis,Platymantis sierramadrensis,AmphibiaWeb
Platymantis sierramandrensis,Platymantis sierramadrensis,AmphibiaWeb
Platymantis solomonis,Cornufer boulengeri,AmphibiaWeb
Platymantis spelaea,Platymantis spelaeus,AmphibiaWeb
Platymantis spelaeus,Platymantis spelaeus,AmphibiaWeb
Platymantis subterrestris,Platymantis subterrestris,AmphibiaWeb
Platymantis taylori,Platymantis taylori,AmphibiaWeb
Platymantis vitiana,Cornufer vitianus,AmphibiaWeb
Platymantis wuenscheorum,Platymantis wuenscheorum,AmphibiaWeb
Platypelis alticola,Platypelis alticola,AmphibiaWeb
Platypelis ando,Platypelis ando,AmphibiaWeb
Platypelis barbouri,Platypelis barbouri,AmphibiaWeb
Platypelis cowanii,Platypelis cowanii,AmphibiaWeb
Platypelis efatra,Platypelis efatra,AmphibiaWeb
Platypelis grandis,Platypelis grandis,AmphibiaWeb
Platypelis karenae,Platypelis karenae,AmphibiaWeb
Platypelis laetus,Platypelis laetus,AmphibiaWeb
Platypelis mavomavo,Platypelis mavomavo,AmphibiaWeb
Platypelis milloti,Platypelis milloti,AmphibiaWeb
Platypelis occultans,Cophyla occultans,AmphibiaWeb
Platypelis olgae,Platypelis olgae,AmphibiaWeb
Platypelis pollicaris,Platypelis pollicaris,AmphibiaWeb
Platypelis ranjomena,Platypelis ranjomena,AmphibiaWeb
Platypelis ravus,Platypelis ravus,AmphibiaWeb
Platypelis saikamavo,Platypelis saikamavo,AmphibiaWeb
Platypelis tetra,Platypelis tetra,AmphibiaWeb
Platypelis tsaratananaensis,Platypelis tsaratananaensis,AmphibiaWeb
Platypelis tuberifera,Platypelis tuberifera,AmphibiaWeb
Platyplectrum ornatum,Platyplectrum ornatum,AmphibiaWeb
Platyplectrum spenceri,Platyplectrum spenceri,AmphibiaWeb
Plectrohyla acanthodes,Plectrohyla acanthodes,AmphibiaWeb
Plectrohyla ameibothalame,Sarcohyla ameibothalame,AmphibiaWeb
Plectrohyla arborescandens,Sarcohyla arborescandens,AmphibiaWeb
Plectrohyla avia,Plectrohyla avia,AmphibiaWeb
Plectrohyla bistincta,Sarcohyla bistincta,AmphibiaWeb
Plectrohyla calthula,Sarcohyla labeculata,AmphibiaWeb
Plectrohyla calvata,Plectrohyla calvata,AmphibiaWeb
Plectrohyla calvicollina,Sarcohyla calvicollina,AmphibiaWeb
Plectrohyla celata,Sarcohyla celata,AmphibiaWeb
Plectrohyla cembra,Sarcohyla cembra,AmphibiaWeb
Plectrohyla charadricola,Sarcohyla charadricola,AmphibiaWeb
Plectrohyla chryses,Sarcohyla chryses,AmphibiaWeb
Plectrohyla chrysopleura,Plectrohyla chrysopleura,AmphibiaWeb
Plectrohyla crassa,Sarcohyla crassa,AmphibiaWeb
Plectrohyla cyanomma,Sarcohyla cyanomma,AmphibiaWeb
Plectrohyla cyclada,Sarcohyla cyclada,AmphibiaWeb
Plectrohyla dasypus,Plectrohyla dasypus,AmphibiaWeb
Plectrohyla ephemera,Sarcohyla labeculata,AmphibiaWeb
Plectrohyla exquisita,Plectrohyla exquisita,AmphibiaWeb
Plectrohyla glandulosa,Plectrohyla glandulosa,AmphibiaWeb
Plectrohyla guatemalensis,Plectrohyla guatemalensis,AmphibiaWeb
Plectrohyla hartwegi,Plectrohyla hartwegi,AmphibiaWeb
Plectrohyla hazelae,Sarcohyla hazelae,AmphibiaWeb
Plectrohyla ixil,Plectrohyla ixil,AmphibiaWeb
Plectrohyla labedactyla,Sarcohyla labedactyla,AmphibiaWeb
Plectrohyla lacertosa,Plectrohyla lacertosa,AmphibiaWeb
Plectrohyla matudai,Plectrohyla matudai,AmphibiaWeb
Plectrohyla miahuatlanensis,Sarcohyla miahuatlanensis,AmphibiaWeb
Plectrohyla mykter,Sarcohyla mykter,AmphibiaWeb
Plectrohyla pachyderma,Sarcohyla pachyderma,AmphibiaWeb
Plectrohyla pentheter,Sarcohyla pentheter,AmphibiaWeb
Plectrohyla pokomchi,Plectrohyla pokomchi,AmphibiaWeb
Plectrohyla psarosema,Sarcohyla psarosema,AmphibiaWeb
Plectrohyla psiloderma,Plectrohyla psiloderma,AmphibiaWeb
Plectrohyla pycnochila,Plectrohyla pycnochila,AmphibiaWeb
Plectrohyla quecchi,Plectrohyla quecchi,AmphibiaWeb
Plectrohyla robertsorum,Sarcohyla robertsorum,AmphibiaWeb
Plectrohyla sabrina,Sarcohyla sabrina,AmphibiaWeb
Plectrohyla sagorum,Plectrohyla sagorum,AmphibiaWeb
Plectrohyla siopela,Sarcohyla siopela,AmphibiaWeb
Plectrohyla tecunumani,Plectrohyla tecunumani,AmphibiaWeb
Plectrohyla teuchestes,Plectrohyla teuchestes,AmphibiaWeb
Plectrohyla thorectes,Sarcohyla thorectes,AmphibiaWeb
Plethodon aeneus,Aneides aeneus,AmphibiaWeb
Plethodon ainsworthi,Plethodon ainsworthi,AmphibiaWeb
Plethodon albagula,Plethodon albagula,AmphibiaWeb
Plethodon amplus,Plethodon amplus,AmphibiaWeb
Plethodon angusticlavius,Plethodon angusticlavius,AmphibiaWeb
Plethodon asupak,Plethodon asupak,AmphibiaWeb
Plethodon aureolus,Plethodon aureolus,AmphibiaWeb
Plethodon caddoensis,Plethodon caddoensis,AmphibiaWeb
Plethodon chattahoochee,Plethodon chattahoochee,AmphibiaWeb
Plethodon cheoah,Plethodon cheoah,AmphibiaWeb
Plethodon chlorobryonis,Plethodon chlorobryonis,AmphibiaWeb
Plethodon cinereus,Plethodon cinereus,AmphibiaWeb
Plethodon cylindraceus,Plethodon cylindraceus,AmphibiaWeb
Plethodon dixi,Plethodon dixi,AmphibiaWeb
Plethodon dorsalis,Plethodon dorsalis,AmphibiaWeb
Plethodon dunni,Plethodon dunni,AmphibiaWeb
Plethodon electromorphus,Plethodon electromorphus,AmphibiaWeb
Plethodon elongatus,Plethodon elongatus,AmphibiaWeb
Plethodon flavipunctatus,Aneides flavipunctatus,AmphibiaWeb
Plethodon fourchensis,Plethodon fourchensis,AmphibiaWeb
Plethodon glutinosus,Plethodon glutinosus,AmphibiaWeb
Plethodon grobmani,Plethodon grobmani,AmphibiaWeb
Plethodon hardii,Aneides hardii,AmphibiaWeb
Plethodon hoffmani,Plethodon hoffmani,AmphibiaWeb
Plethodon hubrichti,Plethodon hubrichti,AmphibiaWeb
Plethodon idahoensis,Plethodon idahoensis,AmphibiaWeb
Plethodon jacksoni,Plethodon jacksoni,AmphibiaWeb
Plethodon jordani,Plethodon jordani,AmphibiaWeb
Plethodon kentucki,Plethodon kentucki,AmphibiaWeb
Plethodon kiamichi,Plethodon kiamichi,AmphibiaWeb
Plethodon kisatchie,Plethodon kisatchie,AmphibiaWeb
Plethodon larselli,Plethodon larselli,AmphibiaWeb
Plethodon meridianus,Plethodon meridianus,AmphibiaWeb
Plethodon metcalfi,Plethodon metcalfi,AmphibiaWeb
Plethodon mississippi,Plethodon mississippi,AmphibiaWeb
Plethodon montanus,Plethodon montanus,AmphibiaWeb
Plethodon neomexicanus,Plethodon neomexicanus,AmphibiaWeb
Plethodon nettingi,Plethodon nettingi,AmphibiaWeb
Plethodon ocmulgee,Plethodon ocmulgee,AmphibiaWeb
Plethodon oconaluftee,Plethodon teyahalee,AmphibiaWeb
Plethodon ouachitae,Plethodon ouachitae,AmphibiaWeb
Plethodon pauleyi,Plethodon pauleyi,AmphibiaWeb
Plethodon petraeus,Plethodon petraeus,AmphibiaWeb
Plethodon punctatus,Plethodon punctatus,AmphibiaWeb
Plethodon richmondi,Plethodon richmondi,AmphibiaWeb
Plethodon savannah,Plethodon savannah,AmphibiaWeb
Plethodon sequoyah,Plethodon sequoyah,AmphibiaWeb
Plethodon serratus,Plethodon serratus,AmphibiaWeb
Plethodon shenandoah,Plethodon shenandoah,AmphibiaWeb
Plethodon sherando,Plethodon sherando,AmphibiaWeb
Plethodon shermani,Plethodon shermani,AmphibiaWeb
Plethodon stormi,Plethodon stormi,AmphibiaWeb
Plethodon teyahalee,Plethodon teyahalee,AmphibiaWeb
Plethodon vandykei,Plethodon vandykei,AmphibiaWeb
Plethodon variolatus,Plethodon variolatus,AmphibiaWeb
Plethodon vehiculum,Plethodon vehiculum,AmphibiaWeb
Plethodon ventralis,Plethodon ventralis,AmphibiaWeb
Plethodon virginia,Plethodon virginia,AmphibiaWeb
Plethodon websteri,Plethodon websteri,AmphibiaWeb
Plethodon wehrlei,Plethodon wehrlei,AmphibiaWeb
Plethodon welleri,Plethodon welleri,AmphibiaWeb
Plethodon yonahlossee,Plethodon yonahlossee,AmphibiaWeb
Plethodontohyla alluaudi,Plethodontohyla alluaudi,AmphibiaWeb
Plethodontohyla angulifera,Plethodontohyla angulifera,AmphibiaWeb
Plethodontohyla bipunctata,Plethodontohyla bipunctata,AmphibiaWeb
Plethodontohyla brevipes,Plethodontohyla brevipes,AmphibiaWeb
Plethodontohyla coronata,Rhombophryne coronata,AmphibiaWeb
Plethodontohyla coudreaui,Rhombophryne coudreaui,AmphibiaWeb
Plethodontohyla fonetana,Plethodontohyla fonetana,AmphibiaWeb
Plethodontohyla guentheri,Plethodontohyla guentheri,AmphibiaWeb
Plethodontohyla guentherpetersi,Rhombophryne guentherpetersi,AmphibiaWeb
Plethodontohyla inguinalis,Plethodontohyla inguinalis,AmphibiaWeb
Plethodontohyla laevipes,Rhombophryne laevipes,AmphibiaWeb
Plethodontohyla laevis,Plethodontohyla laevis,AmphibiaWeb
Plethodontohyla matavy,Rhombophryne matavy,AmphibiaWeb
Plethodontohyla mihanika,Plethodontohyla mihanika,AmphibiaWeb
Plethodontohyla minuta,Rhombophryne minuta,AmphibiaWeb
Plethodontohyla notosticta,Plethodontohyla notosticta,AmphibiaWeb
Plethodontohyla ocellata,Plethodontohyla ocellata,AmphibiaWeb
Plethodontohyla serratopalpebrosa,Rhombophryne serratopalpebrosa,AmphibiaWeb
Plethodontohyla tuberata,Plethodontohyla tuberata,AmphibiaWeb
Plethopsis wrighti,Batrachoseps wrighti,AmphibiaWeb
Pleurodeles nebulosus,Pleurodeles nebulosus,AmphibiaWeb
Pleurodeles poireti,Pleurodeles poireti,AmphibiaWeb
Pleurodeles waltl,Pleurodeles waltl,AmphibiaWeb
Pleurodema alium,Pleurodema alium,AmphibiaWeb
Pleurodema bibroni,Pleurodema bibroni,AmphibiaWeb
Pleurodema borellii,Pleurodema borellii,AmphibiaWeb
Pleurodema brachyops,Pleurodema brachyops,AmphibiaWeb
Pleurodema bufonina,Pleurodema bufoninum,AmphibiaWeb
Pleurodema bufoninum,Pleurodema bufoninum,AmphibiaWeb
Pleurodema cinerea,Pleurodema cinereum,AmphibiaWeb
Pleurodema cinereum,Pleurodema cinereum,AmphibiaWeb
Pleurodema cordobae,Pleurodema cordobae,AmphibiaWeb
Pleurodema diplolister,Pleurodema diplolister,AmphibiaWeb
Pleurodema diplolistris,Pleurodema diplolister,AmphibiaWeb
Pleurodema fuscomaculatum,Pleurodema fuscomaculatum,AmphibiaWeb
Pleurodema guayapae,Pleurodema guayapae,AmphibiaWeb
Pleurodema kriegi,Pleurodema kriegi,AmphibiaWeb
Pleurodema marmorata,Pleurodema marmoratum,AmphibiaWeb
Pleurodema marmoratum,Pleurodema marmoratum,AmphibiaWeb
Pleurodema nebulosa,Pleurodema nebulosum,AmphibiaWeb
Pleurodema nebulosum,Pleurodema nebulosum,AmphibiaWeb
Pleurodema sagittifer,Pleurodema marmoratum,AmphibiaWeb
Pleurodema somuncurense,Pleurodema somuncurense,AmphibiaWeb
Pleurodema somuncurensis,Pleurodema somuncurense,AmphibiaWeb
Pleurodema thaul,Pleurodema thaul,AmphibiaWeb
Pleurodema tucumana,Pleurodema tucumanum,AmphibiaWeb
Pleurodema tucumanum,Pleurodema tucumanum,AmphibiaWeb
Pleurodema verrucosa,Ischnocnema verrucosa,AmphibiaWeb
Polypedates assamensis,Polypedates assamensis,AmphibiaWeb
Polypedates bijui,Beddomixalus bijui,AmphibiaWeb
Polypedates braueri,Polypedates braueri,AmphibiaWeb
Polypedates chenfui,Zhangixalus chenfui,AmphibiaWeb
Polypedates chlorophthalmus,Polypedates chlorophthalmus,AmphibiaWeb
Polypedates colletti,Polypedates colletti,AmphibiaWeb
Polypedates cruciger,Polypedates cruciger,AmphibiaWeb
Polypedates discantus,Polypedates discantus,AmphibiaWeb
Polypedates dorsoviridis,Zhangixalus dorsoviridis,AmphibiaWeb
Polypedates dugritei,Zhangixalus dugritei,AmphibiaWeb
Polypedates formosus,Amolops formosus,AmphibiaWeb
Polypedates hecticus,Polypedates hecticus,AmphibiaWeb
Polypedates hui,Zhangixalus hui,AmphibiaWeb
Polypedates hungfuensis,Zhangixalus hungfuensis,AmphibiaWeb
Polypedates impresus,Polypedates impresus,AmphibiaWeb
Polypedates insularis,Polypedates insularis,AmphibiaWeb
Polypedates iskandari,Polypedates iskandari,AmphibiaWeb
Polypedates macrotis,Polypedates macrotis,AmphibiaWeb
Polypedates maculatus,Polypedates maculatus,AmphibiaWeb
Polypedates megacephalus,Polypedates megacephalus,AmphibiaWeb
Polypedates mutus,Polypedates mutus,AmphibiaWeb
Polypedates nigropunctatus,Zhangixalus nigropunctatus,AmphibiaWeb
Polypedates occidentalis,Polypedates occidentalis,AmphibiaWeb
Polypedates omeimontis,Zhangixalus omeimontis,AmphibiaWeb
Polypedates otilophus,Polypedates otilophus,AmphibiaWeb
Polypedates pleurostictus,Ghatixalus variabilis,AmphibiaWeb
Polypedates pseudocruciger,Polypedates pseudocruciger,AmphibiaWeb
Polypedates pseudotilophus,Polypedates pseudotilophus,AmphibiaWeb
Polypedates puerensis,Zhangixalus puerensis,AmphibiaWeb
Polypedates raniceps,Chalcorana raniceps,AmphibiaWeb
Polypedates ranwellai,Polypedates ranwellai,AmphibiaWeb
Polypedates similis,Pulchrana similis,AmphibiaWeb
Polypedates smaragdinus,Zhangixalus smaragdinus,AmphibiaWeb
Polypedates subansiriensis,Polypedates subansiriensis,AmphibiaWeb
Polypedates taeniatus,Polypedates taeniatus,AmphibiaWeb
Polypedates variabilis,Ghatixalus variabilis,AmphibiaWeb
Polypedates zed,Polypedates zed,AmphibiaWeb
Polypedates zhaojuensis,Zhangixalus hui,AmphibiaWeb
Potomotyphlus kaupii,Potamotyphlus kaupii,AmphibiaWeb
Poyntonia paludicola,Poyntonia paludicola,AmphibiaWeb
Poyntonophrynus beiranus,Poyntonophrynus beiranus,AmphibiaWeb
Poyntonophrynus damaranus,Poyntonophrynus damaranus,AmphibiaWeb
Poyntonophrynus dombensis,Poyntonophrynus dombensis,AmphibiaWeb
Poyntonophrynus fenoulheti,Poyntonophrynus fenoulheti,AmphibiaWeb
Poyntonophrynus fernandae,Poyntonophrynus fernandae,AmphibiaWeb
Poyntonophrynus grandisonae,Poyntonophrynus grandisonae,AmphibiaWeb
Poyntonophrynus grindleyi,Poyntonophrynus grindleyi,AmphibiaWeb
Poyntonophrynus hoeschi,Poyntonophrynus hoeschi,AmphibiaWeb
Poyntonophrynus jordani,Poyntonophrynus jordani,AmphibiaWeb
Poyntonophrynus kavangensis,Poyntonophrynus kavangensis,AmphibiaWeb
Poyntonophrynus lughensis,Poyntonophrynus lughensis,AmphibiaWeb
Poyntonophrynus nambensis,Poyntonophrynus nambensis,AmphibiaWeb
Poyntonophrynus pachnodes,Poyntonophrynus pachnodes,AmphibiaWeb
Poyntonophrynus parkeri,Poyntonophrynus parkeri,AmphibiaWeb
Poyntonophrynus vertebralis,Poyntonophrynus vertebralis,AmphibiaWeb
Praslinia cooperi,Praslinia cooperi,AmphibiaWeb
Pristimantis aaptus,Pristimantis aaptus,AmphibiaWeb
Pristimantis abakapa,Pristimantis abakapa,AmphibiaWeb
Pristimantis academicus,Pristimantis academicus,AmphibiaWeb
Pristimantis acatallelus,Pristimantis acatallelus,AmphibiaWeb
Pristimantis acerus,Pristimantis acerus,AmphibiaWeb
Pristimantis achatinus,Pristimantis achatinus,AmphibiaWeb
Pristimantis achuar,Pristimantis luscombei,AmphibiaWeb
Pristimantis achupalla,Pristimantis achupalla,AmphibiaWeb
Pristimantis actinolaimus,Pristimantis actinolaimus,AmphibiaWeb
Pristimantis actites,Pristimantis actites,AmphibiaWeb
Pristimantis acuminatus,Pristimantis acuminatus,AmphibiaWeb
Pristimantis acutirostris,Pristimantis acutirostris,AmphibiaWeb
Pristimantis adiastolus,Pristimantis adiastolus,AmphibiaWeb
Pristimantis adnus,Pristimantis adnus,AmphibiaWeb
Pristimantis aemulatus,Pristimantis aemulatus,AmphibiaWeb
Pristimantis affinis,Pristimantis affinis,AmphibiaWeb
Pristimantis afrox,Pristimantis afrox,AmphibiaWeb
Pristimantis alalocophus,Pristimantis alalocophus,AmphibiaWeb
Pristimantis albericoi,Pristimantis albericoi,AmphibiaWeb
Pristimantis albertus,Pristimantis albertus,AmphibiaWeb
Pristimantis albujai,Pristimantis albujai,AmphibiaWeb
Pristimantis alius,Pristimantis alius,AmphibiaWeb
Pristimantis allpapuyu,Pristimantis allpapuyu,AmphibiaWeb
Pristimantis almendariz,Pristimantis almendariz,AmphibiaWeb
Pristimantis altae,Pristimantis altae,AmphibiaWeb
Pristimantis altamazonicus,Pristimantis altamazonicus,AmphibiaWeb
Pristimantis altamnis,Pristimantis altamnis,AmphibiaWeb
Pristimantis amaguanae,Pristimantis amaguanae,AmphibiaWeb
Pristimantis ameliae,Pristimantis ameliae,AmphibiaWeb
Pristimantis amydrotus,Pristimantis amydrotus,AmphibiaWeb
Pristimantis anaiae,Pristimantis anaiae,AmphibiaWeb
Pristimantis andinogigas,Pristimantis andinogigas,AmphibiaWeb
Pristimantis andinognomus,Pristimantis andinognomus,AmphibiaWeb
Pristimantis anemerus,Pristimantis anemerus,AmphibiaWeb
Pristimantis angustilineatus,Pristimantis angustilineatus,AmphibiaWeb
Pristimantis aniptopalmatus,Pristimantis aniptopalmatus,AmphibiaWeb
Pristimantis anolirex,Pristimantis anolirex,AmphibiaWeb
Pristimantis anotis,Pristimantis anotis,AmphibiaWeb
Pristimantis antisuyu,Pristimantis antisuyu,AmphibiaWeb
Pristimantis apiculatus,Pristimantis apiculatus,AmphibiaWeb
Pristimantis appendiculatus,Pristimantis appendiculatus,AmphibiaWeb
Pristimantis aquilonaris,Pristimantis aquilonaris,AmphibiaWeb
Pristimantis ardalonychus,Pristimantis ardalonychus,AmphibiaWeb
Pristimantis ardilae,Pristimantis ardilae,AmphibiaWeb
Pristimantis ardyae,Pristimantis ardyae,AmphibiaWeb
